komentar,kantor,letak,rating,sentimen,komentar_clean
wie imer sehr langsamer service. sehr lange wartezeiten. heute habe ich über eine stunde gewartet für eine frage die die in fünf minuten beantwortet wurde. es waren nur zwei kunden die bereits bedient wurden bei meiner ankunft. das personal ist nicht sehr hilfsbereit. es müste beser ausgebildet werden und schneler arbeiten,Maybank KCP Kerobokan,Kabupaten Badung,1,negatif,wie imer sehr langsamer service. sehr lange wartezeiten. heute habe ich über eine stunde gewartet für eine frage die die fünf minuten beantwortet wurde. es waren nur zwei kunden die bereits bedient wurden bei meiner ankunft. das personal ist nicht sehr hilfsbereit. es müste beser ausgebildet werden und schneler arbeiten
"ini bank super lama, kenapa stafnya lama sekali, kurang pengetahuan akan product banknya, jangan kesini buang waktu",Maybank,Kabupaten Badung,1,negatif,"bank super lama, stafnya sekali, pengetahuan product banknya, kesini buang"
"terible customer service. they didn't help and sugest me to cal by suport phone. they also serve client for minutes, so slow. not recomend",Maybank,Kabupaten Badung,1,negatif,"terible customer service. help sugest cal suport phone. also serve client minutes, slow. recomend"
pelayanan lama. seperti sloth gerakan stafnya. begitu bule lgs di layani.mending pindah ke bca,Maybank,Kabupaten Badung,1,negatif,pelayanan lama. sloth gerakan stafnya. bule lgs layani.mending pindah bca
"customer service yang buka cuma . nunguin dari . sampai . customernya tidak selesai juga, dan tidak ada yang inisiatif buka loket lagi. infonya lagi makan siang tp masa iya makan siang segitu lama. yang inisiatif nyapa dan nanyain kita cuma satpamnya, staf yang lain tidak peduli, tp kalau bule disamperin dibelain keluar dr ruanganya.",Maybank,Kabupaten Badung,1,negatif,"customer service buka . nunguin . . customernya selesai juga, inisiatif buka loket lagi. infonya makan siang tp iya makan siang segitu lama. inisiatif nyapa nanyain satpamnya, staf peduli, tp bule disamperin dibelain dr ruanganya."
longest service in the world. their bank aplication lack of features. im realy disapointed. maybe you guys research how banks in the world provide services,Maybank,Kabupaten Badung,1,negatif,longest service world. bank aplication lack features. im realy disapointed. maybe guys research banks world provide services
"super lama melayani, saya menungu , jam dari teler cuma antrian yang bergerak. padahal banknya tidak ramai. realy not recomended if you are not a pasion person",Maybank,Kabupaten Badung,1,negatif,"super melayani, menungu , jam teler antrian bergerak. banknya ramai. realy recomended pasion person"
"pelayanan lelet, gak jelas, banyak masalah dalam rekening. pokoknya tidak banget bank ini. kecewa bgt, sudah x ke cabang cuma buat perbaikin acount grgr gabisa dibuka dan prosesnya jm dong buat perbaikin begitu doang, gak efisien banget dan buang waktu.",Maybank,Kabupaten Badung,1,negatif,"pelayanan lelet, gak jelas, rekening. pokoknya banget bank ini. kecewa bgt, x cabang perbaikin acount grgr gabisa dibuka prosesnya jm perbaikin doang, gak efisien banget buang waktu."
beberapa waktu lalu saya setor uang di bank maybank kc sunset road bali. kemudian saya ditawarkan untuk aply kartu kredit oleh head cs. saya sudah menolak dengan halus. head customer service memelas meminta td saya dengan dalih cabang sepi dan frontliner ditarget. saya hanya blg saya mau td tapi tlg aplikasinya jangan dikirim ke pihak kartu kredit pusat. formaliltas bantu head cs. namun hari ini saya dikirim kartu kredit dengan plafon jt. saya hub customer care saya malah disalahkan. saya.merasa dijebak oleh pihak maybank. tidak ada konfirmasi saya msngiyakan untuk lanjut proses kartu kredit. saya sangat dirugikan karena saya memang tidak ingin kartu kredit. customer care meminta menungu bln agar kartu of. please saya tidak.mau berhutang apapun. tolong solusinya!,Maybank,Kabupaten Badung,1,negatif,setor uang bank maybank kc sunset road bali. ditawarkan aply kartu kredit head cs. menolak halus. head customer service memelas td dalih cabang sepi frontliner ditarget. blg td tlg aplikasinya dikirim kartu kredit pusat. formaliltas bantu head cs. dikirim kartu kredit plafon jt. hub customer care disalahkan. saya.merasa dijebak maybank. konfirmasi msngiyakan proses kartu kredit. dirugikan kartu kredit. customer care menungu bln kartu of. please tidak.mau berhutang apapun. tolong solusinya!
"bank sepi,tapi nunggu lama bgt,cs kebanyakan ngobrol yang gak penting sama cust terlalu banyak basa-basi,tdk to do poin.anjirlah,nyesel aku naruh uang di bank ini,segera tutup akun mls dg pelayanan lemot",Maybank,Kabupaten Badung,1,negatif,"bank sepi,tapi nunggu bgt,cs kebanyakan ngobrol gak cust basa-basi,tdk poin.anjirlah,nyesel naruh uang bank ini,segera tutup akun mls dg pelayanan lemot"
"menungu lama, pdhal antrean kosong, customer service buka saja, sisanya close, nunggu sampai menit. . - . menungu.",Maybank,Kabupaten Badung,1,negatif,"menungu lama, pdhal antrean kosong, customer service buka saja, sisanya close, nunggu menit. . - . menungu."
teler lama,Maybank KCP Palm Spring Batam Center,Kota Batam,1,negatif,teler
"buruk! . tiba diarahin ikut program maybank nabung apalah itu namanya, ternyata itu asuransi alianz. aku mau minta cancel disuruh tungu bulan nanti bakal ketutup sendiri alianznya, tapi duit tidak balik. siapa nama agenya ya aku lupa, yang pasti pake jilbab. intinya aku menyalahkan pihak bank atas kejadian itu! . bikin november , sampai april kartu debit tidak dikirim. tidak tau dah beneran di request sama mereka apa enga. kita tidak bisa tau sudah sampai dimana proses pengiriman, tidak kayak bank mandiri. february pergi kesana minta debit card juga masih isi form, bukan malah dikasih langsung. tidak tau lah apa isi kepala orang itu. kita nih mau taro duit ke tempat kalian loh. bukan ngemis duit dari kalian!",Maybank KCP Palm Spring Batam Center,Kota Batam,1,negatif,"buruk! . diarahin program maybank nabung apalah namanya, asuransi alianz. cancel disuruh tungu ketutup alianznya, duit balik. nama agenya ya lupa, pake jilbab. intinya menyalahkan bank kejadian itu! . bikin november , april kartu debit dikirim. tau dah beneran request enga. tau dimana proses pengiriman, kayak bank mandiri. february pergi kesana debit card isi form, dikasih langsung. tau isi kepala orang itu. nih taro duit loh. ngemis duit kalian!"
"pelayan paling lambat, nomor tungu jam",Maybank KCP Palm Spring Batam Center,Kota Batam,1,negatif,"pelayan lambat, nomor tungu jam"
"mohon perbaiki lagi pelayananya!, dikira orang tidak punya kerja? dikira waktu orang kosong semua? saya sudah nunggu jam padahal cuma melayani orang itupun giliran saya selanjutnya akhirnya saya cabut, customer servicenya asik” ngobrol sama pelangan dikira cafe apa? pikirin juga la orang ada kerja juga mana bulan puasa lagi bikin naik emosi saja",Maybank,Kota Padang,1,negatif,"mohon perbaiki pelayananya!, orang kerja? orang kosong semua? nunggu jam melayani orang itupun giliran cabut, customer servicenya asik” ngobrol pelangan cafe apa? pikirin la orang kerja puasa bikin emosi"
"antrean kasir lama banget, perugasnya sudah tua semua dan lelet.",Maybank,Kota Padang,2,negatif,"antrean kasir banget, perugasnya tua lelet."
"pengalaman saya sebagai nasabah maybank padang jl sudirman, ini sudah kejadian yang ke . sekitar jam : wib belum saya memasuki pintu loby bank tiba saya sudah di stop untuk masuk oleh petugas security yang bernama michael dan langsung menanyakan tujuan mau saya apa. sudah pasti saya akan melakukan transaksi. petugas security tersebut tetap menahan saya mengatakan jaringan ofline tidak bisa transaksi. sementara bank tersebut buka dan saya sebagai nasabah berhak untuk masuk dan menanyakan kelanjutan tujuan saya. tetapi dengan nada tingi petugas security an/ michael melarang saya masuk dan ketika saya memasuki ruangan loby malah saya sebagai nasabah di debat dan semakin keras nadanya ke nasabah. security di maybank jl sudirman harus dingatkan tata krama terhadap nasabah bukan malah mendebat dengan arogan dan nada yang tingi. sebagai nasabah saya menjadi tidak nyaman lagi untuk bertransaksi ke maybank jl sudirman karna petugas security an/ michael sangat tidak sopan dan bisa mendebat nasabah.",Maybank,Kota Padang,1,negatif,"pengalaman nasabah maybank padang jl sudirman, kejadian . jam : wib memasuki pintu loby bank stop masuk petugas security bernama michael langsung tujuan apa. transaksi. petugas security menahan jaringan ofline transaksi. bank buka nasabah berhak masuk kelanjutan tujuan saya. nada tingi petugas security an/ michael melarang masuk memasuki ruangan loby nasabah debat keras nadanya nasabah. security maybank jl sudirman dingatkan tata krama nasabah mendebat arogan nada tingi. nasabah nyaman bertransaksi maybank jl sudirman karna petugas security an/ michael sopan mendebat nasabah."
mohon tolong konfirmasi dari pihak maybank pondokpadang.sat tgl /. saya menerima potongan total . dengan not : postdemo itu mksudnya apa ya.,Maybank KCP Pondok/ Plaza Minang,Kota Padang,1,negatif,mohon tolong konfirmasi maybank pondokpadang.sat tgl /. menerima potongan total . : postdemo mksudnya ya.
pelayanan sangat buruk tidak memuasakan sama sekali buat securitynya,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,pelayanan buruk memuasakan securitynya
"yang sopan hanya security. parah bagian cs. minim product knowledge, ditanya rincian biaya, jawabnya : hitungan muncul otomatis dari sistem. saya tidak ikut buat sistem.","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,2,negatif,"sopan security. parah cs. minim product knowledge, rincian biaya, : hitungan muncul otomatis sistem. sistem."
"pelayanan sangat lamban, staf sangat sedikit","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,"pelayanan lamban, staf"
slow respond and bad hospitality. i think they just lok the bok by the cover. should learn more about hospitality and excelent service and good atitude. thank you,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,2,negatif,slow respond bad hospitality. think lok bok cover. learn hospitality excelent service good atitude. thank
ribet ganti kartu atm expired,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,ribet ganti kartu atm expired
please banget perbaiki atitude ya mbak cs. penyampai anya k customer terlalu ketus.,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,please banget perbaiki atitude ya mbak cs. penyampai anya k customer ketus.
pelayanan sangat lama smoga bisa diperbaiki agar nasabah tidak lama menungu,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,pelayanan smoga diperbaiki nasabah menungu
customer service ngak bisa dibubungi,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,customer service ngak dibubungi
"mengapa pelayanan di customer service orang mencapai ±, jam? semoga bisa lebih dipercepat lagi.","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,"pelayanan customer service orang mencapai ±, jam? semoga dipercepat lagi."
palayananya buruk ketus banget,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,palayananya buruk ketus banget
"pelayanan lama, info security buka jam , tapi di dalam mas mbak teler belum ada, hampir jam nunguin antri ,","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,"pelayanan lama, info security buka jam , mas mbak teler ada, jam nunguin antri ,"
terible service. i could not withdraw from the atm using my malaysian isued atm card. checked with maybank malaysia and no isues. asked for asistance at the bank and imediately informed me this is not their isue and i should resolve it with maybank malaysia. frustrated. finaly withdrew from another bank without any isues!,"Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,terible service. could withdraw atm using malaysian isued atm card. checked maybank malaysia isues. asked asistance bank imediately informed isue resolve maybank malaysia. frustrated. finaly withdrew another bank without isues!
"dari sekian banyak maybank yang saya kunjungi di kota lain, pelayanan maybank disini sangat mengecewakan.","Bank Maybank Indonesia,Tbk Cabang Kediri",Kota Kediri,1,negatif,"sekian maybank kunjungi kota lain, pelayanan maybank mengecewakan."
"customer service cuma satu dan prioritas untuk pembukan rekening, kalau ada urusan lain siap-siap saja menungu lama.",Maybank KC Tegal,Kota Tegal,1,negatif,"customer service prioritas pembukan rekening, urusan siap-siap menungu lama."
customer service ada standby dimeja.tapi yang serve hnya org.not recomended buat yang buru².krn hrs menungu lama,Maybank KC Tegal,Kota Tegal,2,negatif,customer service standby dimeja.tapi serve hnya org.not recomended buru².krn hrs menungu
"merasa terjebak sudah berurusan dengan maybank finance jambi. manajemen buruk, mempersulit orang, berbelit belit. semog tidak ada lagi yang terjebak di sana. saran saya jangan mau berurusan dengan maybank finance jambi",Pt.maybank Indonesia Finance,Kota Jambi,1,negatif,"terjebak berurusan maybank finance jambi. manajemen buruk, mempersulit orang, berbelit belit. semog terjebak sana. saran berurusan maybank finance jambi"
"pelayanan lambat, pegawai bagian kpr slow respon, seperti gak niat kerja. bukan pegawai yang folow up konsumen, malah kita sebagai konsumen yang folow up terus.",Maybank KC & KCS Palembang,Kota Palembang,1,negatif,"pelayanan lambat, pegawai kpr slow respon, gak niat kerja. pegawai folow konsumen, konsumen folow terus."
"parah, antrian customer service sdh sejam tidak jalan, kirain nasabahnya tidak ad kerjan lain nunguin di bank",Maybank KC & KCS Palembang,Kota Palembang,1,negatif,"parah, antrian customer service sdh sejam jalan, kirain nasabahnya ad kerjan nunguin bank"
"service satpamnya luar biasa jutek, kalau kalian nasabah bank sebelah terus mau jdi nasabah disini jangan heran satpamnya beda banget.",Maybank KC & KCS Palembang,Kota Palembang,1,negatif,"service satpamnya jutek, nasabah bank sebelah jdi nasabah heran satpamnya beda banget."
"tidak udah mau nuker uang baru di sini! sudah capek-capek daftar di bi pintar, pas dateng uangnya habis dan harus nunggu lagi",Maybank KCP POLYGON,Kota Palembang,1,negatif,"udah nuker uang sini! capek-capek daftar bi pintar, pas dateng uangnya habis nunggu"
"paleyanan yang lelet, nukar uang dari jam sampai jam baru antrean gak masuk akal, bilang harus sesuai sop tetapi taler hanya dan super duper lelet",Maybank KCP POLYGON,Kota Palembang,1,negatif,"paleyanan lelet, nukar uang jam jam antrean gak masuk akal, bilang sesuai sop taler super duper lelet"
pelayananya sangat lelet tidak ada persiapan,Maybank KCP POLYGON,Kota Palembang,1,negatif,pelayananya lelet persiapan
"pelayanan lelet, tidak sesuai sop",Maybank KCP POLYGON,Kota Palembang,1,negatif,"pelayanan lelet, sesuai sop"
"ngantri tukar uang lelet banget, gila jam baru masuk ,tidak sesuai sop sekali.",Maybank KCP POLYGON,Kota Palembang,1,negatif,"ngantri tukar uang lelet banget, gila jam masuk ,tidak sesuai sop sekali."
pelayanan lelet.,Maybank KCP POLYGON,Kota Palembang,1,negatif,pelayanan lelet.
satpamnya kayak taik sudah capek pulang kerja mata ngantuk malah kita disalahin.,Maybank KCP POLYGON,Kota Palembang,1,negatif,satpamnya kayak taik capek pulang kerja mata ngantuk disalahin.
"semenjak ganti kepala telernya, pelayanan jadi lebih buruk. segala hal d persulit, tidak bisa kasih solusi. pelayanan tidak ramah malah ngusir secara halus",Maybank KCP POLYGON,Kota Palembang,1,negatif,"semenjak ganti kepala telernya, pelayanan buruk. persulit, kasih solusi. pelayanan ramah ngusir halus"
"tolong karyawati yang punya motor beat putih, sama nasabah jangan misuh misuh dan jangan arogan",Maybank Banyuwangi,Kabupaten Banyuwangi,1,negatif,"tolong karyawati motor beat putih, nasabah misuh misuh arogan"
"pelayananya jelek lama sekali karena csnya hanya , jika begitu sebaiknya dari awal diberitahu disitu untuk fokuskan pelayanan apa dan diberi opsi untuk cabang lain jika pelayanan disana lebih cepat. jangan beritahunya dengan nasabah yang sudah dilayani",Maybank,Kabupaten Bekasi,1,negatif,"pelayananya jelek csnya , diberitahu disitu fokuskan pelayanan opsi cabang pelayanan disana cepat. beritahunya nasabah dilayani"
"baru kali ni ke maybank karna ngurus payrol, ngelayanin orang hampir sejam, habis waktu libur buat ngurus atm aja",Maybank,Kabupaten Bekasi,1,negatif,"kali ni maybank karna ngurus payrol, ngelayanin orang sejam, habis libur ngurus atm aja"
"pelayananya lama banget, orang dilayanin jam, kursi customer service ada tapi cuman ada csnya, buang waktu orang. pelayanan lama keburu nunggu istirahat. ac panas tidak ada hawa, bau, lantai kotor. semoga di perbaiki. thanks",Maybank,Kabupaten Bekasi,1,negatif,"pelayananya banget, orang dilayanin jam, kursi customer service cuman csnya, buang orang. pelayanan keburu nunggu istirahat. ac panas hawa, bau, lantai kotor. semoga perbaiki. thanks"
pelayanan lama buruk,Maybank,Kabupaten Bekasi,1,negatif,pelayanan buruk
"baru kali ini pelayanany sangat buruk, sudah jam . msh dsuruh nunggu dengan alasan belum istirahat!",Maybank,Kabupaten Bekasi,1,negatif,"kali pelayanany buruk, jam . msh dsuruh nunggu alasan istirahat!"
"pelayanan tidak bagus ! sia² antri lama taunya tidak bisa gara² tidak bawa k, tau gitu langsung ke maybank jb depan patung kuda, taunya disana tidak ditanyain k. dasar males aja kali !",Maybank,Kabupaten Bekasi,1,negatif,"pelayanan bagus ! sia² antri taunya gara² bawa k, tau gitu langsung maybank jb patung kuda, taunya disana ditanyain k. dasar males aja kali !"
"pelayanan tidak bagus banget pantas aja sepi, security yang ngegas terus semuanya bad atitude harus contoh bank lain ya supaya rame",Maybank,Kabupaten Bekasi,1,negatif,"pelayanan bagus banget aja sepi, security ngegas bad atitude contoh bank ya rame"
jelek banget pelayananya !,Maybank,Kabupaten Bekasi,1,negatif,jelek banget pelayananya !
pelayanan untuk penukaran uang melebihi jadwal yang sudah ditentukan. tempat tungu juga tidak disediakan.,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,2,negatif,pelayanan penukaran uang melebihi jadwal ditentukan. tungu disediakan.
"nuker uang lama banget jadwal jam , jam belum samasekali dilayani, mana suruh nunggu diluar, satpam yang diluar tidak ramah",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"nuker uang banget jadwal jam , jam samasekali dilayani, suruh nunggu diluar, satpam diluar ramah"
"hampir bulan pengajuan take over kpr saya mandek di konsultanya yang bikin ribet, padahal dari maybank pusat sudah menyetujui pengajuan.",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"pengajuan take kpr mandek konsultanya bikin ribet, maybank pusat menyetujui pengajuan."
csnya sumpah tidak profesional kebanyakan ngobrol padahal masih banyak antrian,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,csnya sumpah profesional kebanyakan ngobrol antrian
"sekuritinya sangat tidak konsisten, capek banget",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"sekuritinya konsisten, capek banget"
sya datang jm malam tnya mau ambil antrian untuk tukar uang kta securitynya jm / .jm datang securitynya bilang sudah hbis .antrianya sdh .sangat kecewa sekali mna perempuan yng mau ambilnya.kecewa banget,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,sya jm malam tnya ambil antrian tukar uang kta securitynya jm / .jm securitynya bilang hbis .antrianya sdh .sangat kecewa mna perempuan yng ambilnya.kecewa banget
"pelayananya lama banget, nunggu hampir jam. customer servicenya ditambahin lagi kalau emang lama kek gini. belom waktunya tutup jga sudah tutup-_-",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,2,negatif,"pelayananya banget, nunggu jam. customer servicenya ditambahin emang kek gini. belom tutup jga tutup-_-"
lelet karyawanya kebanyakan mondar mandir nasabah aja bisa jam .,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,lelet karyawanya kebanyakan mondar mandir nasabah aja jam .
lelet customer servicenya. ada karyawan tetap cmn yang buka,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,2,negatif,lelet customer servicenya. karyawan cmn buka
"pelayanan terburuk untuk customer servis karena begitu lama banget ngantrinya di bandingkan dengan bank yang lainya ,orang aja bisa jam lebih belum kelar jad minta tolong untuk pelayanan di sini di tingkatkan lagi pelayanan biar lebih cepat dan tangap menghadapi situasi yang terjadi. karena kasihan masyarakat yang lainya menungu waktu yang sangat lama .",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"pelayanan terburuk customer servis banget ngantrinya bandingkan bank lainya ,orang aja jam kelar jad tolong pelayanan tingkatkan pelayanan biar cepat tangap menghadapi situasi terjadi. kasihan masyarakat lainya menungu ."
"hati nabung di maybank, duit ngak bisa diambil ada jt an, beda di buku tabungan dan di atm. customer servicenya sampai nyerah ngak bisa tahu penyebabnya. akhirnya customer yang di rugikan. saran saya, jangan nabung di maybank. titik.",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"hati nabung maybank, duit ngak diambil jt an, beda buku tabungan atm. customer servicenya nyerah ngak penyebabnya. customer rugikan. saran saya, nabung maybank. titik."
di pintu tertulis buka jam pagi. realnya jam . mending tulisan di pintu diganti. jadi jam .,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,2,negatif,pintu tertulis buka jam pagi. realnya jam . mending tulisan pintu diganti. jam .
"bukanya ngaret jam ., padahal dijadwal harusnya jam .",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,1,negatif,"bukanya ngaret jam ., dijadwal jam ."
juni jam pagi sampai ngelayanin orang aja belum selesai. csnya cuman sebenernya bisa kerja nga? gatau orang mau kerja juga kah?,Maybank,Kabupaten Bekasi,1,negatif,juni jam pagi ngelayanin orang aja selesai. csnya cuman sebenernya kerja nga? gatau orang kerja kah?
"pelayanan kurang bagus tidak profesional, tidak sesuai antrian",Maybank,Kabupaten Bekasi,1,negatif,"pelayanan bagus profesional, sesuai antrian"
"salah satu kcp bank pelayanan terburuk, datang jam pagi sudah standby di ruang tungu buat buka rekening dan ada cust . dan malah di layanin dluanan, sedangkan pembukan rekening malah di belakangi, pantesan sepi kcp pelayananya buruk banget ya tuhan, datang dluanan di layanin belakangan. mikir mikir dulu kalau mau buat rekening atau pengurusan disini. intinya buat kcp maybank deltamas pelayanan kalian buruk bgt, tidak satset karyawan hanya dan satpam ob, why? kcp loh ini masa hanya serba yang terlihat, ob security okelah customer service hanya aja gila makan waktu",Maybank ATM,Kabupaten Bekasi,1,negatif,"salah kcp bank pelayanan terburuk, jam pagi standby ruang tungu buka rekening cust . layanin dluanan, pembukan rekening belakangi, pantesan sepi kcp pelayananya buruk banget ya tuhan, dluanan layanin belakangan. mikir mikir rekening pengurusan disini. intinya kcp maybank deltamas pelayanan buruk bgt, satset karyawan satpam ob, why? kcp loh serba terlihat, ob security okelah customer service aja gila makan"
apan pelayananya. org yang dateng duluan siapa yang diduluin siapa. dih,Maybank ATM,Kabupaten Bekasi,1,negatif,apan pelayananya. org dateng duluan diduluin siapa. dih
mingu pelayananya buka gak,Maybank ATM,Kabupaten Bekasi,2,negatif,mingu pelayananya buka gak
"pelayanan lama sekali. buka rekening baru antrinya sampai jam lebih belum dilayanin. iseng stopwatch, melayani customer hampir jam lebih",Maybank Sentra KIIC,Kota Karawang,1,negatif,"pelayanan sekali. buka rekening antrinya jam dilayanin. iseng stopwatch, melayani customer jam"
"pelayanan buruk , pembuatan rekening sulit ,konfirmasi ke kabag tidak ada respon baik",KCP DELTAMAS,Kabupaten Bekasi,1,negatif,"pelayanan buruk , pembuatan rekening sulit ,konfirmasi kabag respon"
customer service lama. yang ngantri siapa yang di duluin siapa. mentang mentang cuma karyawan biasa. kita juga nasabah layanin sesuai nomor antrian dong,Maybank Sentra KIIC,Kota Karawang,1,negatif,customer service lama. ngantri duluin siapa. mentang mentang karyawan biasa. nasabah layanin sesuai nomor antrian
lama pelayananya,Maybank Sentra KIIC,Kota Karawang,1,negatif,pelayananya
lelet banget pelayananya astaghfirulah,Maybank Sentra KIIC,Kota Karawang,1,negatif,lelet banget pelayananya astaghfirulah
pelayanan sangat sangat sangat lama cok,Maybank Sentra KIIC,Kota Karawang,1,negatif,pelayanan cok
pelayanan lama dari customer service hanya yang melayani padahal antrian banyak,Maybank Sentra KIIC,Kota Karawang,1,negatif,pelayanan customer service melayani antrian
buka tidak sesuai jadwal dan di luar tidak ada kursi untuk menungu,Maybank Sentra KIIC,Kota Karawang,1,negatif,buka sesuai jadwal kursi menungu
"pelayanan cust servise sangat lambat, sudah x mendapat pelayanan customer service yang sangat lama dibanding kantor cabang atau bank lainya. mengechewakan",Maybank Sentra KIIC,Kota Karawang,1,negatif,"pelayanan cust servise lambat, x pelayanan customer service dibanding kantor cabang bank lainya. mengechewakan"
"masa sudah waktunya buka, gak dipersilahkan masuk. satpambya kurang edukasi, servicenya jelek banget",Maybank Sentra KIIC,Kota Karawang,1,negatif,"buka, gak dipersilahkan masuk. satpambya edukasi, servicenya jelek banget"
"satpamnya gak ramah, sudah tau bumil hamil gede tapi gak dikasih tempat duduk dengan alasan penuh padahal ada kursi kosong! pelayanan juga lama. buruk gak seperti satpam bca.",Maybank Sentra KIIC,Kota Karawang,1,negatif,"satpamnya gak ramah, tau bumil hamil gede gak dikasih duduk alasan penuh kursi kosong! pelayanan lama. buruk gak satpam bca."
"buka rekening baru, orang hampir jam, traine lagi csonya. buang waktu banget!",Maybank Sentra KIIC,Kota Karawang,1,negatif,"buka rekening baru, orang jam, traine csonya. buang banget!"
parah banget pelayanan lelet . tidak recomend,Maybank Sentra KIIC,Kota Karawang,1,negatif,parah banget pelayanan lelet . recomend
pelayanan sangat buruk,Maybank Sentra KIIC,Kota Karawang,1,negatif,pelayanan buruk
"sudah menungu menit dari jam . tidak dilayani, namun karyawan sibuk menawarkan program terhadap nasabah yang antri lebih dulu dibanding saya",Maybank KCP Tuparev,Kota Karawang,1,negatif,"menungu menit jam . dilayani, karyawan sibuk menawarkan program nasabah antri dibanding"
bi ceking tidak di maybank,Maybank,Kabupaten Tasikmalaya,1,negatif,bi ceking maybank
"tolong dong mesin atm di laris kartasura itu sering rusak, padahal mesin atm terdekat cuma di situ aja area kartasura. tolong di evaluasi biar nasabah nyaman pake bank maybank",Bank Maybank Indonesia,Kota Surakarta,1,negatif,"tolong mesin atm laris kartasura rusak, mesin atm terdekat situ aja area kartasura. tolong evaluasi biar nasabah nyaman pake bank maybank"
lama . customer service cuma .,Maybank KCP Veteran,Kota Surakarta,1,negatif,. customer service .
"pelayanan lama, satpam tidak membantu",Maybank KCP Veteran,Kota Surakarta,1,negatif,"pelayanan lama, satpam membantu"
"lama banget, kaya org lain tidak punya kesibukan aja, nunguin jam lebih tidak ada di layani, antrian cuma beberapa orang saja, kalau bukan karna tempat kerja saya yang suruh buat atm ini, gak bakal saya buat",Maybank Balikpapan Baru,Kota Balikpapan,1,negatif,"banget, kaya org kesibukan aja, nunguin jam layani, antrian orang saja, karna kerja suruh atm ini, gak"
csnya sakit jadi ditolak buka rekening,Maybank Balikpapan Baru,Kota Balikpapan,1,negatif,csnya sakit ditolak buka rekening
"pelayananya pelan & buruk, sepi tapi kita sampai nunggu jam lebih karena customer service org cuma melayani org nasabah. okelah nasabah prioritas tp dari org itu nya cuma ngobrol, pdhl jelas ada yang nunguin",Maybank Balikpapan Baru,Kota Balikpapan,2,negatif,"pelayananya pelan & buruk, sepi nunggu jam customer service org melayani org nasabah. okelah nasabah prioritas tp org nya ngobrol, pdhl nunguin"
lama,Maybank Balikpapan Baru,Kota Balikpapan,1,negatif,
"penanganan lama banget, kartu atm lama banget datangnya uda hari belum datang juga.",Maybank Balikpapan Baru,Kota Balikpapan,1,negatif,"penanganan banget, kartu atm banget datangnya uda juga."
pelayanan ramah. okey lah.,Maybank KCP Nangka,Kota Pekanbaru,1,negatif,pelayanan ramah. okey lah.
kerja lambat. bank paling kacau di pekanbaru,Maybank KCP Riau,Kota Pekanbaru,1,negatif,kerja lambat. bank kacau pekanbaru
"pelayanan tidak memuaskan, customer service an ayu tidak mengerti komplain customer dan hanya berpaku pada ""tidak begitu biasanya"" padahal saya bertanya berdasar pengalaman pribadi dan by data.",Maybank KCP Riau,Kota Pekanbaru,1,negatif,"pelayanan memuaskan, customer service ayu mengerti komplain customer berpaku ""tidak biasanya"" berdasar pengalaman pribadi data."
"pelayanan sangat lama. penukaran duit tidak menyertakan amplop walaupun diminta, padahal saya juga nasabah maybank. di tempat lain penukaran duit lebaran disertakan dengan amplop atau bahkan tas untuk wadah penyimpanan duitnya.",Maybank,Kota Jakarta Pusat,1,negatif,"pelayanan lama. penukaran duit menyertakan amplop diminta, nasabah maybank. penukaran duit lebaran disertakan amplop tas wadah penyimpanan duitnya."
di gogle map keteranganya buka. eh pas sampai sana tutup manan jauh lagi hadeh,Maybank Sampit,Kabupaten Kotawaringin Timur,1,negatif,gogle map keteranganya buka. eh pas tutup manan hadeh
